0.25,0.25,1.25,1.0,1.0,2.5
0.25,2.25,1.25,1.0,1.0,2.5
0.25,3.25,1.25,1.0,1.0,2.5
0.25,4.25,1.25,1.0,1.0,2.5
0.25,5.25,1.25,1.0,1.0,2.5
1.25,0.25,1.25,1.0,1.0,2.5
1.25,5.25,1.25,1.0,1.0,2.5
2.25,0.25,1.25,1.0,1.0,2.5
2.25,1.25,1.25,1.0,1.0,2.5
2.25,2.25,1.25,1.0,1.0,2.5
2.25,4.25,1.25,1.0,1.0,2.5
2.25,5.25,1.25,1.0,1.0,2.5
3.25,0.25,1.25,1.0,1.0,2.5
3.25,1.25,1.25,1.0,1.0,2.5
3.25,2.25,1.25,1.0,1.0,2.5
3.25,5.25,1.25,1.0,1.0,2.5
4.25,0.25,1.25,1.0,1.0,2.5
4.25,4.25,1.25,1.0,1.0,2.5
4.25,5.25,1.25,1.0,1.0,2.5
5.25,0.25,1.25,1.0,1.0,2.5
5.25,1.25,1.25,1.0,1.0,2.5
5.25,2.25,1.25,1.0,1.0,2.5
5.25,4.25,1.25,1.0,1.0,2.5
5.25,5.25,1.25,1.0,1.0,2.5
